ENTITY_ID,REPORTING_DT,INSURANCE_CONTRACT_GROUP_ID,INSURANCE_CONTRACT_GROUP_CD,INSURANCE_CONTRACT_PRTFL_ID,WORKGROUP,PRODUCT_LINE_ID,REGLTRY_GROUP_CLASS_CD,COUNTRY_CD,NO_CONTRACTS,TRANSITION_APPROACH_CD,TRANSITION_REPORTING_APPROACH_CD,TRANSITION_FLG,TRANSITION_FV_UNDERLYING_IT_AMT,TRANSITION_ACQ_AMT,TRANSITION_CSM_AMT,TRANSITION_LC_AMT,TRANSITION_LC_BEL_AMT,TRANSITION_LC_RA_AMT,TRANSITION_LIC_AMT,TRANSITION_LIC_BEL_AMT,TRANSITION_LIC_RA_AMT,TRANSITION_SDW_CSM_AMT,TRANSITION_LREC_AMT,TRANSITION_PCA_AMT,TRANSITION_PAA_AMT,TRANSITION_PAA_PREM_AMT,TRANSITION_PAA_ACQ_AMT,TRANSITION_PAA_LC_AMT,TRANSITION_ESTATE_BAL_PH_AMT,CURVE_ID
IAS_D,2023-12-31,IAI_PRSHAULIDR_VFA_2016_13_VFA_SUB,REGULAR,PRSHAULIDR,IAI_D,,NOT_ONEROUS,ID,,FRA,Other,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NULL
IAS_A,2023-12-31,IAI_IVSHAULIDR_VFA_2019_64_VFA_SUB,REGULAR,IVSHAULIDR,IAI_A,,NOT_ONEROUS,ID,,FRA,Other,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NULL
IAS_D,2023-12-31,IAI_PRSHANULIDR_GMM_2018_208_GMM_SUB,REGULAR,PRSHANULIDR,IAI_D,,REMAINING,ID,,FVA,FVA,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NULL
IAS_A,2023-12-31,IAI_PRSHAULIDR_VFA_2012_36_VFA,REGULAR,PRSHAULIDR,IAI_A,,NOT_ONEROUS,ID,,FRA,Other,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NULL
IAS_A,2023-12-31,IAI_PRSHANULIDR_GMM_2023_341_GMM_NOV,REGULAR,PRSHANULIDR,IAI_A,,NOT_ONEROUS,ID,,Other,Other,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NULL
IAS_D,2023-12-31,IAI_PRSHAULIDR_GMM_2018_13_GMM_SUB,REGULAR,PRSHAULIDR,IAI_D,,NOT_ONEROUS,ID,,FRA,Other,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NULL
IAS_A,2023-12-31,IAI_PRSHAULIDR_VFA_2013_49_VFA_SUB,REGULAR,PRSHAULIDR,IAI_A,,NOT_ONEROUS,ID,,FRA,Other,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NULL
IAS_A,2023-12-31,IAI_PRSHAULIDR_VFA_2011_12_VFA_SUB,REGULAR,PRSHAULIDR,IAI_A,,NOT_ONEROUS,ID,,FRA,Other,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NULL
IAS_A,2023-12-31,IAI_PRSHAULIDR_VFA_2013_49_VFA,REGULAR,PRSHAULIDR,IAI_A,,NOT_ONEROUS,ID,,FRA,Other,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NULL
IAS_D,2023-12-31,IAI_IVSHAULIDR_VFA_2019_66_VFA,REGULAR,IVSHAULIDR,IAI_D,,NOT_ONEROUS,ID,,FRA,Other,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NULL
IAS_D,2023-12-31,IAI_IVSHAULIDR_VFA_2011_102_VFA_SUB,REGULAR,IVSHAULIDR,IAI_D,,NOT_ONEROUS,ID,,FRA,Other,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NULL
IAS_A,2023-12-31,IAI_PRSHAULIDR_GMM_2021_46_GMM_SUB,REGULAR,PRSHAULIDR,IAI_A,,NOT_ONEROUS,ID,,FRA,Other,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NULL
